机柜	节点号	端口	IP地址	备注1
02--11	18.2	Gi 0/36	10.139.17.106	第二批已交付4/25
02--11	19.1	Gi 0/37	10.139.17.107	第二批已交付4/25
02--11	19.2	Gi 0/38	10.139.17.108	第二批已交付4/25
02--11	20.1	Gi 0/39	10.139.17.109	第二批已交付4/25
02--11	20.2	Gi 0/40	10.139.17.110	第二批已交付4/25
02--12	1.1	Gi 0/1	10.139.17.111	第二批已交付4/25
02--12	1.2	Gi 0/2	10.139.17.112	第二批已交付4/25
02--12	2.1	Gi 0/3	10.139.17.113	第二批已交付4/25
02--12	2.2	Gi 0/4	10.139.17.114	第二批已交付4/25
02--12	3.1	Gi 0/5	10.139.17.115	第二批已交付4/25
02--12	3.2	Gi 0/6	10.139.17.116	第二批已交付4/25
02--12	4.1	Gi 0/7	10.139.17.117	第二批已交付4/25
02--12	4.2	Gi 0/8		ip用到第三批3060
02--12	5.1	Gi 0/9	10.139.17.119	第二批已交付4/25
02--12	5.2	Gi 0/10	10.139.17.120	第二批已交付4/25
02--12	6.1	Gi 0/11	10.139.17.121	第二批已交付4/25
02--12	6.2	Gi 0/12	10.139.17.122	第二批已交付4/25
02--12	7.1	Gi 0/13	10.139.17.123	第二批已交付4/25
02--12	7.2	Gi 0/14	10.139.17.124	第二批已交付4/25
02--12	8.1	Gi 0/15	10.139.17.125	第二批已交付4/25
02--12	8.2	Gi 0/16	10.139.17.126	第二批已交付4/25
02--12	9.1	Gi 0/17	10.139.17.127	第二批已交付4/25
02--12	9.2	Gi 0/18	10.139.17.128	第二批已交付4/25
02--12	10.1	Gi 0/19	10.139.17.129	第二批已交付4/25
02--12	10.2	Gi 0/20	10.139.17.130	第二批已交付4/25
02--12	11.1	Gi 0/21	10.139.17.131	第二批已交付4/25
02--12	11.2	Gi 0/22	10.139.17.132	第二批已交付4/25
02--12	12.1	Gi 0/23	10.139.17.133	第二批已交付4/25
02--12	12.2	Gi 0/24	10.139.17.134	第二批已交付4/25
02--12	13.1	Gi 0/25	10.139.17.135	第二批已交付4/25
02--12	13.2	Gi 0/26	10.139.17.136	第二批已交付4/25
02--12	14.1	Gi 0/27	10.139.17.137	第二批已交付4/25
02--12	14.2	Gi 0/28	10.139.17.138	第二批已交付4/25
02--12	15.1	Gi 0/29	10.139.17.139	第二批已交付4/25
02--12	15.2	Gi 0/30	10.139.17.140	第二批已交付4/25
02--12	16.1	Gi 0/31	10.139.17.141	第二批已交付4/25
02--12	16.2	Gi 0/32	10.139.17.142	第二批已交付4/25
02--12	17.1	Gi 0/33		ip用到第三批3060
02--12	17.2	Gi 0/34		ip用到第三批3060
02--12	18.1	Gi 0/35		ip用到第三批3060
02--12	18.2	Gi 0/36		ip用到第三批3060
02--12	19.1	Gi 0/37	10.139.17.147	第二批已交付4/25
02--12	19.2	Gi 0/38	10.139.17.148	第二批已交付4/25
02--12	20.1	Gi 0/39	10.139.17.149	第二批已交付4/25
02--12	20.2	Gi 0/40	10.139.17.150	第二批已交付4/25
02--13	1.1	Gi 0/1		ip已用到3060
02--13	1.2	Gi 0/2		ip已用到3060
02--13	2.1	Gi 0/3	10.139.17.153	第二批已交付4/25
02--13	2.2	Gi 0/4	10.139.17.154	第二批已交付4/25
02--13	3.1	Gi 0/5		ip已用到3060
02--13	3.2	Gi 0/6		ip已用到3060
02--13	4.1	Gi 0/7	10.139.17.157	第二批已交付4/25
02--13	4.2	Gi 0/8	10.139.17.158	第二批已交付4/25
02--13	5.1	Gi 0/9	10.139.17.159	第二批已交付4/25
02--13	5.2	Gi 0/10	10.139.17.160	第二批已交付4/25
02--13	6.1	Gi 0/11	10.139.17.161	第二批已交付4/25
02--13	6.2	Gi 0/12	10.139.17.162	第二批已交付4/25
02--13	7.1	Gi 0/13		ip已用到3060
02--13	7.2	Gi 0/14		ip已用到3060
02--13	8.1	Gi 0/15	10.139.17.165	第二批已交付4/25
02--13	8.2	Gi 0/16	10.139.17.166	第二批已交付4/25
02--13	9.1	Gi 0/17	10.139.17.167	第二批已交付4/25
02--13	9.2	Gi 0/18	10.139.17.168	第二批已交付4/25
02--13	10.1	Gi 0/19		ip已用到3060
02--13	10.2	Gi 0/20		ip已用到3060
02--13	11.1	Gi 0/21	10.139.17.171	第二批已交付4/25
02--13	11.2	Gi 0/22	10.139.17.172	第二批已交付4/25
02--13	12.1	Gi 0/23	10.139.17.173	第二批已交付4/25
02--13	12.2	Gi 0/24	10.139.17.174	第二批已交付4/25
02--13	13.1	Gi 0/25	10.139.17.175	第二批已交付4/25
02--13	13.2	Gi 0/26	10.139.17.176	第二批已交付4/25
02--13	14.1	Gi 0/27		ip已用到3060
02--13	14.2	Gi 0/28		ip已用到3060
02--13	15.1	Gi 0/29	10.139.17.179	第二批已交付4/25
02--13	15.2	Gi 0/30	10.139.17.180	第二批已交付4/25
02--13	16.1	Gi 0/31	10.139.17.181	第二批已交付4/25
02--13	16.2	Gi 0/32	10.139.17.182	第二批已交付4/25
02--13	17.1	Gi 0/33	10.139.17.183	第二批已交付4/25
02--13	17.2	Gi 0/34	10.139.17.184	第二批已交付4/25
02--13	18.1	Gi 0/35	10.139.17.185	第二批已交付4/25
02--13	18.2	Gi 0/36	10.139.17.186	第二批已交付4/25
02--13	19.1	Gi 0/37	10.139.17.187	第二批已交付4/25
02--13	19.2	Gi 0/38	10.139.17.188	第二批已交付4/25
02--13	20.1	Gi 0/39	10.139.17.189	第二批已交付4/25
02--13	20.2	Gi 0/40	10.139.17.190	第二批已交付4/25
02--14	1.1	Gi 0/1		ip用到第三批3060
02--14	1.2	Gi 0/2		ip已用到3060
02--14	2.1	Gi 0/3	10.139.17.193	第二批已交付4/25
02--14	2.2	Gi 0/4	10.139.17.194	第二批已交付4/25
02--14	3.1	Gi 0/5		ip已用到3060
02--14	3.2	Gi 0/6		ip已用到3060
02--14	4.1	Gi 0/7		ip已用到3060
02--14	4.2	Gi 0/8		ip已用到3060
02--14	5.1	Gi 0/9	10.139.17.199	第二批已交付4/25
02--14	5.2	Gi 0/10	10.139.17.200	第二批已交付4/25
02--14	6.1	Gi 0/11	10.139.17.201	第二批已交付4/25
02--14	6.2	Gi 0/12	10.139.17.202	第二批已交付4/25
02--14	7.1	Gi 0/13	10.139.17.203	第二批已交付4/25
02--14	7.2	Gi 0/14	10.139.17.204	第二批已交付4/25
02--14	8.1	Gi 0/15	10.139.17.205	第二批已交付4/25
02--14	8.2	Gi 0/16	10.139.17.206	第二批已交付4/25
02--14	9.1	Gi 0/17	10.139.17.207	第二批已交付4/25
02--14	9.2	Gi 0/18	10.139.17.208	第二批已交付4/25
02--14	10.1	Gi 0/19	10.139.17.209	第二批已交付4/25
02--14	10.2	Gi 0/20	10.139.17.210	第二批已交付4/25
02--14	11.1	Gi 0/21		ip已用到3060
02--14	11.2	Gi 0/22		ip已用到3060
02--14	12.1	Gi 0/23	10.139.17.213	第二批已交付4/25
02--14	12.2	Gi 0/24	10.139.17.214	第二批已交付4/25
02--14	13.1	Gi 0/25	10.139.17.215	第二批已交付4/25
02--14	13.2	Gi 0/26	10.139.17.216	第二批已交付4/25
02--14	14.1	Gi 0/27	10.139.17.217	第二批已交付4/25
02--14	14.2	Gi 0/28	10.139.17.218	第二批已交付4/25
02--14	15.1	Gi 0/29		ip已用到3060
02--14	15.2	Gi 0/30		ip已用到3060
02--14	16.1	Gi 0/31	10.139.17.222	第二批已交付4/25
02--14	16.2	Gi 0/32	10.139.17.221	第二批已交付4/25
02--14	17.1	Gi 0/33	10.139.17.223	第二批已交付4/25
02--14	17.2	Gi 0/34	10.139.17.224	第二批已交付4/25
02--14	18.1	Gi 0/35	10.139.17.225	第二批已交付4/25
02--14	18.2	Gi 0/36	10.139.17.226	第二批已交付4/25
02--14	19.1	Gi 0/37		ip已用到3060
02--14	19.2	Gi 0/38	10.139.17.228	第二批已交付4/25
02--14	20.1	Gi 0/39	10.139.17.229	第二批已交付4/25
02--14	20.2	Gi 0/40	10.139.17.230	第二批已交付4/25
02--15	1.1	Gi 0/1	10.139.17.231	第二批已交付4/25
02--15	1.2	Gi 0/2	10.139.17.232	第二批已交付4/25
02--15	2.1	Gi 0/3	10.139.17.233	第二批已交付4/25
02--15	2.2	Gi 0/4	10.139.17.234	第二批已交付4/25
02--15	3.1	Gi 0/5	10.139.17.235	第二批已交付4/25
02--15	3.2	Gi 0/6	10.139.17.236	第二批已交付4/25
02--15	4.1	Gi 0/7	10.139.17.237	第二批已交付4/25
02--15	4.2	Gi 0/8	10.139.17.238	第二批已交付4/25
02--15	5.1	Gi 0/9	10.139.17.239	第二批已交付4/25
02--15	5.2	Gi 0/10	10.139.17.240	第二批已交付4/25
02--15	6.1	Gi 0/11	10.139.17.241	第二批已交付4/25
02--15	6.2	Gi 0/12	10.139.17.242	第二批已交付4/25
02--15	7.1	Gi 0/13	10.139.17.243	第二批已交付4/25
02--15	7.2	Gi 0/14	10.139.17.244	第二批已交付4/25
02--15	8.1	Gi 0/15	10.139.17.245	第二批已交付4/25
02--15	8.2	Gi 0/16	10.139.17.246	第二批已交付4/25
02--15	9.1	Gi 0/17	10.139.17.247	第二批已交付4/25
02--15	9.2	Gi 0/18	10.139.17.248	第二批已交付4/25
02--15	10.1	Gi 0/19		ip已用到3060
02--15	10.2	Gi 0/20		ip已用到3060
02--15	11.1	Gi 0/21	10.139.17.251	第二批已交付4/25
02--15	11.2	Gi 0/22	10.139.17.252	第二批已交付4/25
02--15	12.1	Gi 0/23	10.139.17.253	第二批已交付4/25
02--15	12.2	Gi 0/24	10.139.17.254	第二批已交付4/25
02--15	13.1	Gi 0/25	10.139.18.1	第二批已交付4/25
02--15	13.2	Gi 0/26	10.139.18.2	第二批已交付4/25
02--15	14.1	Gi 0/27	10.139.18.3	第二批已交付4/25
02--15	14.2	Gi 0/28	10.139.18.4	第二批已交付4/25
02--15	15.1	Gi 0/29		ip已用到3060
02--15	15.2	Gi 0/30		ip已用到3060
02--15	16.1	Gi 0/31	10.139.18.7	第二批已交付4/25
02--15	16.2	Gi 0/32	10.139.18.8	第二批已交付4/25
02--15	17.1	Gi 0/33	10.139.18.9	第二批已交付4/25
02--15	17.2	Gi 0/34	10.139.18.10	第二批已交付4/25
02--15	18.2	Gi 0/35	10.139.18.12	第二批已交付4/25
02--15	18.1	Gi 0/36	10.139.18.11	第二批已交付4/25
02--15	19.1	Gi 0/37	10.139.18.13	第二批已交付4/25
02--15	19.2	Gi 0/38	10.139.18.14	第二批已交付4/25
02--15	20.1	Gi 0/39	10.139.18.15	第二批已交付4/25
02--15	20.2	Gi 0/40	10.139.18.16	第二批已交付4/25
02--16	1.1	Gi 0/1	10.139.18.17	第二批已交付4/25
02--16	1.2	Gi 0/2	10.139.18.18	第二批已交付4/25
02--16	2.1	Gi 0/3	10.139.18.19	第二批已交付4/25
02--16	2.2	Gi 0/4	10.139.18.20	第二批已交付4/25
02--16	3.1	Gi 0/5		ip已用到3060
02--16	3.2	Gi 0/6		ip用到第三批3060
02--16	4.1	Gi 0/7		ip已用到3060
02--16	4.2	Gi 0/8		ip已用到3060
02--16	5.1	Gi 0/9	10.139.18.25	第二批已交付4/25
02--16	5.2	Gi 0/10	10.139.18.26	第二批已交付4/25
02--16	6.1	Gi 0/11		ip用到第三批3060
02--16	6.2	Gi 0/12		ip已用到3060
02--16	7.1	Gi 0/13		ip已用到3060
02--16	7.2	Gi 0/14		ip已用到3060
02--16	8.1	Gi 0/15	10.139.18.31	第二批已交付4/25
02--16	8.2	Gi 0/16	10.139.18.32	第二批已交付4/25
02--16	9.1	Gi 0/17	10.139.18.33	第二批已交付4/25
02--16	9.2	Gi 0/18	10.139.18.34	第二批已交付4/25
02--16	10.1	Gi 0/19	10.139.18.35	第二批已交付4/25
02--16	10.2	Gi 0/20	10.139.18.36	第二批已交付4/25
02--16	11.1	Gi 0/21	10.139.18.37	第二批已交付4/25
02--16	11.2	Gi 0/22	10.139.18.38	第二批已交付4/25
02--16	12.1	Gi 0/23	10.139.18.39	第二批已交付4/25
02--16	12.2	Gi 0/24	10.139.18.40	第二批已交付4/25
02--16	13.1	Gi 0/25	10.139.18.41	第二批已交付4/25
02--16	13.2	Gi 0/26	10.139.18.42	第二批已交付4/25
02--16	14.1	Gi 0/27	10.139.18.43	第二批已交付4/25
02--16	14.2	Gi 0/28	10.139.18.44	第二批已交付4/25
02--16	15.1	Gi 0/29	10.139.18.45	第二批已交付4/25
02--16	15.2	Gi 0/30	10.139.18.46	第二批已交付4/25
02--16	16.1	Gi 0/31		ip用到第三批3060
02--16	16.2	Gi 0/32		ip用到第三批3060
02--16	17.1	Gi 0/33	10.139.18.49	第二批已交付4/25
02--16	17.2	Gi 0/34	10.139.18.50	第二批已交付4/25
02--16	18.1	Gi 0/35	10.139.18.51	第二批已交付4/25
02--16	18.2	Gi 0/36	10.139.18.52	第二批已交付4/25
02--16	19.1	Gi 0/37	10.139.18.53	第二批已交付4/25
02--16	19.2	Gi 0/38	10.139.18.54	第二批已交付4/25
02--16	20.1	Gi 0/39		ip已用到3060
02--16	20.2	Gi 0/40		ip已用到3060
02--17	1.1	Gi 0/1	10.139.18.57	第二批已交付4/25
02--17	1.2	Gi 0/2	10.139.18.58	第二批已交付4/25
02--17	2.1	Gi 0/3		ip已用到3060
02--17	2.2	Gi 0/4		ip已用到3060
02--17	3.1	Gi 0/5		ip已用到3060
02--17	3.2	Gi 0/6		ip已用到3060
02--17	4.1	Gi 0/7	10.139.18.63	第二批已交付4/25
02--17	4.2	Gi 0/8	10.139.18.64	第二批已交付4/25
02--17	5.1	Gi 0/9	10.139.18.65	第二批已交付4/25
02--17	5.2	Gi 0/10	10.139.18.66	第二批已交付4/25
02--17	6.1	Gi 0/11	10.139.18.67	第二批已交付4/25
02--17	6.2	Gi 0/12		ip用到第三批3060
05--06	1.1	Gi 0/1	10.139.18.69	第三批已交付2021/6/28
05--06	1.2	Gi 0/2	10.139.18.70	第三批已交付2021/6/28
05--06	2.1	Gi 0/3	10.139.18.71	第三批已交付2021/6/28
05--06	2.2	Gi 0/4	10.139.18.72	第三批已交付2021/6/28
05--06	3.1	Gi 0/5	10.139.18.73	第三批已交付2021/6/28
05--06	3.2	Gi 0/6	10.139.18.74	第三批已交付2021/6/28
05--06	4.1	Gi 0/7	10.139.18.75	第三批已交付2021/6/28
05--06	4.2	Gi 0/8	10.139.18.76	第三批已交付2021/6/28
05--06	5.1	Gi 0/9	10.139.18.77	第三批已交付2021/6/28
05--06	5.2	Gi 0/10	10.139.18.78	第三批已交付2021/6/28
05--06	6.1	Gi 0/11	10.139.18.79	第三批已交付2021/6/28
05--06	6.2	Gi 0/12	10.139.18.80	第三批已交付2021/6/28
05--06	7.1	Gi 0/13	10.139.18.81	第三批已交付2021/6/28
05--06	7.2	Gi 0/14	10.139.18.82	第三批已交付2021/6/28
05--06	8.1	Gi 0/15	10.139.18.83	第三批已交付2021/6/28
05--06	8.2	Gi 0/16	10.139.18.84	第三批已交付2021/6/28
05--06	9.1	Gi 0/17	10.139.18.85	第三批已交付2021/6/28
05--06	9.2	Gi 0/18	10.139.18.86	第三批已交付2021/6/28
05--06	10.1	Gi 0/19	10.139.18.87	第三批已交付2021/6/28
05--06	10.2	Gi 0/20	10.139.18.88	第三批已交付2021/6/28
05--06	11.1	Gi 0/21	10.139.18.89	第三批已交付2021/6/28
05--06	11.2	Gi 0/22	10.139.18.90	第三批已交付2021/6/28
05--06	12.1	Gi 0/23	10.139.18.91	第三批已交付2021/6/28
05--06	12.2	Gi 0/24	10.139.18.92	第三批已交付2021/6/28
05--06	13.1	Gi 0/25	10.139.18.93	第三批已交付2021/6/28
05--06	13.2	Gi 0/26	10.139.18.94	第三批已交付2021/6/28
05--06	14.1	Gi 0/27	10.139.18.95	第三批已交付2021/6/28
05--06	14.2	Gi 0/28	10.139.18.96	第三批已交付2021/6/28
05--06	15.1	Gi 0/29	10.139.18.97	第三批已交付2021/6/28
05--06	15.2	Gi 0/30	10.139.18.98	第三批已交付2021/6/28
05--06	16.1	Gi 0/31	10.139.18.99	第三批已交付2021/6/28
05--06	16.2	Gi 0/32	10.139.18.100	第三批已交付2021/6/28
05--06	17.1	Gi 0/33	10.139.18.101	第三批已交付2021/6/28
05--06	17.2	Gi 0/34	10.139.18.102	第三批已交付2021/6/28
05--06	18.1	Gi 0/35	10.139.18.103	第三批已交付2021/6/28
05--06	18.2	Gi 0/36	10.139.18.104	第三批已交付2021/6/28
05--06	19.1	Gi 0/37	10.139.18.105	第三批已交付2021/6/28
05--06	19.2	Gi 0/38	10.139.18.106	第三批已交付2021/6/28
05--06	20.1	Gi 0/39	10.139.18.107	第三批已交付2021/6/28
05--06	20.2	Gi 0/40	10.139.18.108	第三批已交付2021/6/28
05--07	1.1	Gi 0/1	10.139.18.109	第三批已交付2021/6/28
05--07	1.2	Gi 0/2	10.139.18.110	第三批已交付2021/6/28
05--07	2.1	Gi 0/3	10.139.18.111	第三批已交付2021/6/28
05--07	2.2	Gi 0/4	10.139.18.112	第三批已交付2021/6/28
05--07	3.1	Gi 0/5	10.139.18.113	第三批已交付2021/6/28
05--07	3.2	Gi 0/6	10.139.18.114	第三批已交付2021/6/28
05--07	4.1	Gi 0/7	10.139.18.115	第三批已交付2021/6/28
05--07	4.2	Gi 0/8	10.139.18.116	第三批已交付2021/6/28
05--07	5.1	Gi 0/9	10.139.18.117	第三批已交付2021/6/28
05--07	5.2	Gi 0/10	10.139.18.118	第三批已交付2021/6/28
05--07	6.1	Gi 0/11	10.139.18.119	第三批已交付2021/6/28
05--07	6.2	Gi 0/12	10.139.18.120	第三批已交付2021/6/28
05--07	7.1	Gi 0/13	10.139.18.121	第三批已交付2021/6/28
05--07	7.2	Gi 0/14	10.139.18.122	第三批已交付2021/6/28
05--07	8.1	Gi 0/15	10.139.18.123	第三批已交付2021/6/28
05--07	8.2	Gi 0/16	10.139.18.124	第三批已交付2021/6/28
05--07	9.1	Gi 0/17		ip已用到3060
05--07	9.2	Gi 0/18	10.139.18.126	第三批已交付2021/6/28
05--07	10.1	Gi 0/19	10.139.18.127	第三批已交付2021/6/28
05--07	10.2	Gi 0/20	10.139.18.128	第三批已交付2021/6/28
05--07	11.1	Gi 0/21		ip已用到3060
05--07	11.2	Gi 0/22		ip已用到3060
05--07	12.1	Gi 0/23	10.139.18.131	第三批已交付2021/6/28
05--07	12.2	Gi 0/24	10.139.18.132	第三批已交付2021/6/28
05--07	13.1	Gi 0/25	10.139.18.133	第三批已交付2021/6/28
05--07	13.2	Gi 0/26	10.139.18.134	第三批已交付2021/6/28
05--07	14.1	Gi 0/27		ip已用到3060
05--07	14.2	Gi 0/28		ip已用到3060
05--07	15.1	Gi 0/29	10.139.18.137	第三批已交付2021/6/28
05--07	15.2	Gi 0/30	10.139.18.138	第三批已交付2021/6/28
05--07	16.1	Gi 0/31		ip已用到3060
05--07	16.2	Gi 0/32		ip已用到3060
05--07	17.1	Gi 0/33	10.139.18.141	第三批已交付2021/6/28
05--07	17.2	Gi 0/34		ip已用到3060
05--07	18.1	Gi 0/35	10.139.18.143	第三批已交付2021/6/28
05--07	18.2	Gi 0/36	10.139.18.144	第三批已交付2021/6/28
05--07	19.1	Gi 0/37		ip已用到3060
05--07	19.2	Gi 0/38		ip已用到3060
05--07	20.1	Gi 0/39		ip已用到3060
05--07	20.2	Gi 0/40		ip用到第三批3060
05--08	1.1	Gi 0/1	10.139.18.149	第三批已交付2021/6/28
05--08	1.2	Gi 0/2	10.139.18.150	第三批已交付2021/6/28
05--08	2.1	Gi 0/3		ip已用到3060
05--08	2.2	Gi 0/4		ip已用到3060
05--08	3.1	Gi 0/5	10.139.18.153	第三批已交付2021/6/28
05--08	3.2	Gi 0/6	10.139.18.154	第三批已交付2021/6/28
05--08	4.1	Gi 0/7		ip已用到3060
05--08	4.2	Gi 0/8		ip已用到3060
05--08	5.1	Gi 0/9		ip已用到3060
05--08	5.2	Gi 0/10		ip已用到3060
05--08	6.1	Gi 0/11		ip已用到3060
05--08	6.2	Gi 0/12		ip已用到3060
05--08	7.1	Gi 0/13		ip已用到3060
05--08	7.2	Gi 0/14		ip已用到3060
05--08	8.1	Gi 0/15	10.139.18.163	第三批已交付2021/6/28
05--08	8.2	Gi 0/16	10.139.18.164	第三批已交付2021/6/28
05--08	9.1	Gi 0/17	10.139.18.165	第三批已交付2021/6/28
05--08	9.2	Gi 0/18	10.139.18.166	第三批已交付2021/6/28
05--08	10.1	Gi 0/19		ip已用到3060
05--08	10.2	Gi 0/20		ip已用到3060
05--08	11.1	Gi 0/21	10.139.18.169	第三批已交付2021/6/28
05--08	11.2	Gi 0/22	10.139.18.170	第三批已交付2021/6/28
05--08	12.1	Gi 0/23	10.139.18.171	第三批已交付2021/6/28
05--08	12.2	Gi 0/24	10.139.18.172	第三批已交付2021/6/28
05--08	13.1	Gi 0/25	10.139.18.173	第三批已交付2021/6/28
05--08	13.2	Gi 0/26	10.139.18.174	第三批已交付2021/6/28
05--08	14.1	Gi 0/27	10.139.18.175	第三批已交付2021/6/28
05--08	14.2	Gi 0/28		ip已用到3060
05--08	15.1	Gi 0/29	10.139.18.177	第三批已交付2021/6/28
05--08	15.2	Gi 0/30	10.139.18.178	第三批已交付2021/6/28
05--08	16.1	Gi 0/31		ip已用到3060
05--08	16.2	Gi 0/32		ip已用到3060
05--08	17.1	Gi 0/33		ip已用到3060
05--08	17.2	Gi 0/34		ip已用到3060
05--08	18.1	Gi 0/35		ip已用到3060
05--08	18.2	Gi 0/36		ip已用到3060
05--08	19.1	Gi 0/37		ip已用到3060
05--08	19.2	Gi 0/38		ip已用到3060
05--08	20.1	Gi 0/39		ip已用到3060
05--08	20.2	Gi 0/40		ip已用到3060
05--09	1.1	Gi 0/1		ip已用到3060
05--09	1.2	Gi 0/2		ip已用到3060
05--09	2.1	Gi 0/3		ip已用到3060
05--09	2.2	Gi 0/4		ip已用到3060
05--09	3.1	Gi 0/5		ip已用到3060
05--09	3.2	Gi 0/6		ip已用到3060
05--09	4.1	Gi 0/7	10.139.18.195	第三批已交付2021/6/28
05--09	4.2	Gi 0/8	10.139.18.196	第三批已交付2021/6/28
05--09	5.1	Gi 0/9	10.139.18.197	第三批已交付2021/6/28
05--09	5.2	Gi 0/10	10.139.18.198	第三批已交付2021/6/28
05--09	6.1	Gi 0/11	10.139.18.199	第三批已交付2021/6/28
05--09	6.2	Gi 0/12	10.139.18.200	第三批已交付2021/6/28
05--09	7.1	Gi 0/13	10.139.18.201	第三批已交付2021/6/28
05--09	7.2	Gi 0/14	10.139.18.202	第三批已交付2021/6/28
05--09	8.1	Gi 0/15		ip已用到3060
05--09	8.2	Gi 0/16		ip已用到3060
05--09	9.1	Gi 0/17	10.139.18.205	第三批已交付2021/6/28
05--09	9.2	Gi 0/18	10.139.18.206	第三批已交付2021/6/28
05--09	10.1	Gi 0/19	10.139.18.207	第三批已交付2021/6/28
05--09	10.2	Gi 0/20	10.139.18.208	第三批已交付2021/6/28
05--09	11.1	Gi 0/21	10.139.18.209	第三批已交付2021/6/28
05--09	11.2	Gi 0/22	10.139.18.210	第三批已交付2021/6/28
05--09	12.1	Gi 0/23	10.139.18.211	第三批已交付2021/6/28
05--09	12.2	Gi 0/24	10.139.18.212	第三批已交付2021/6/28
05--09	13.1	Gi 0/25	10.139.18.213	第三批已交付2021/6/28
05--09	13.2	Gi 0/26	10.139.18.214	第三批已交付2021/6/28
05--09	14.1	Gi 0/27	10.139.18.215	第三批已交付2021/6/28
05--09	14.2	Gi 0/28	10.139.18.216	第三批已交付2021/6/28
05--09	15.1	Gi 0/29	10.139.18.217	第三批已交付2021/6/28
05--09	15.2	Gi 0/30	10.139.18.218	第三批已交付2021/6/28
05--09	16.1	Gi 0/31	10.139.18.219	第三批已交付2021/6/28
05--09	16.2	Gi 0/32	10.139.18.220	第三批已交付2021/6/28
05--09	17.1	Gi 0/33	10.139.18.221	第三批已交付2021/6/28
05--09	17.2	Gi 0/34	10.139.18.222	第三批已交付2021/6/28
05--09	18.1	Gi 0/35	10.139.18.223	第三批已交付2021/6/28
05--09	18.2	Gi 0/36	10.139.18.224	第三批已交付2021/6/28
05--09	19.1	Gi 0/37	10.139.18.225	第三批已交付2021/6/28
05--09	19.2	Gi 0/38	10.139.18.226	第三批已交付2021/6/28
05--09	20.1	Gi 0/39	10.139.18.227	第三批已交付2021/6/28
05--09	20.2	Gi 0/40	10.139.18.228	第三批已交付2021/6/28
05--10	1.1	Gi 0/1	10.139.18.229	第三批已交付2021/6/28
05--10	1.2	Gi 0/2	10.139.18.230	第三批已交付2021/6/28
05--10	2.1	Gi 0/3	10.139.18.231	第三批已交付2021/6/28
05--10	2.2	Gi 0/4	10.139.18.232	第三批已交付2021/6/28
05--10	3.1	Gi 0/5	10.139.18.233	第三批已交付2021/6/28
05--10	3.2	Gi 0/6	10.139.18.234	第三批已交付2021/6/28
05--10	4.1	Gi 0/7	10.139.18.235	第三批已交付2021/6/28
05--10	4.2	Gi 0/8	10.139.18.236	第三批已交付2021/6/28
05--10	5.1	Gi 0/9	10.139.18.237	第三批已交付2021/6/28
05--10	5.2	Gi 0/10	10.139.18.238	第三批已交付2021/6/28
05--10	6.1	Gi 0/11	10.139.18.239	第三批已交付2021/6/28
05--10	6.2	Gi 0/12	10.139.18.240	第三批已交付2021/6/28
05--10	7.1	Gi 0/13	10.139.18.241	第三批已交付2021/6/28
05--10	7.2	Gi 0/14	10.139.18.242	第三批已交付2021/6/28
05--10	8.1	Gi 0/15	10.139.18.243	第三批已交付2021/6/28
05--10	8.2	Gi 0/16	10.139.18.244	第三批已交付2021/6/28
05--10	9.1	Gi 0/17	10.139.18.245	第三批已交付2021/6/28
05--10	9.2	Gi 0/18	10.139.18.246	第三批已交付2021/6/28
05--10	10.1	Gi 0/19	10.139.18.247	第三批已交付2021/6/28
05--10	10.2	Gi 0/20	10.139.18.248	第三批已交付2021/6/28
05--10	11.1	Gi 0/21	10.139.18.249	第三批已交付2021/6/28
05--10	11.2	Gi 0/22	10.139.18.250	第三批已交付2021/6/28
05--10	12.1	Gi 0/23	10.139.18.251	第三批已交付2021/6/28
05--10	12.2	Gi 0/24	10.139.18.252	第三批已交付2021/6/28
05--10	13.1	Gi 0/25		ip已用到3060
05--10	13.2	Gi 0/26		ip已用到3060
05--10	14.1	Gi 0/27		ip已用到3060
05--10	14.2	Gi 0/28		ip已用到3060
05--10	15.1	Gi 0/29	10.139.19.2	第三批已交付2021/6/28
05--10	15.2	Gi 0/30		ip已用到3060
05--10	16.1	Gi 0/31		ip已用到3060
05--10	16.2	Gi 0/32		ip已用到3060
05--10	17.1	Gi 0/33		ip已用到3060
05--10	17.2	Gi 0/34		ip已用到3060
05--10	18.1	Gi 0/35		ip已用到3060
05--10	18.2	Gi 0/36		ip已用到3060
05--10	19.1	Gi 0/37		ip已用到3060
05--10	19.2	Gi 0/38		ip已用到3060
05--10	20.1	Gi 0/39		ip已用到3060
05--10	20.2	Gi 0/40		ip已用到3060
05--11	1.1	Gi 0/1		ip已用到3060
05--11	1.2	Gi 0/2		ip已用到3060
05--11	2.1	Gi 0/3	10.139.19.16	第三批已交付2021/6/28
05--11	2.2	Gi 0/4	10.139.19.17	第三批已交付2021/6/28
05--11	3.1	Gi 0/5		ip已用到3060
05--11	3.2	Gi 0/6		ip已用到3060
05--11	4.1	Gi 0/7		ip已用到3060
05--11	4.2	Gi 0/8		ip已用到3060
05--11	5.1	Gi 0/9		ip已用到3060
05--11	5.2	Gi 0/10		ip已用到3060
05--11	6.1	Gi 0/11		ip已用到3060
05--11	6.2	Gi 0/12		ip已用到3060
05--11	7.1	Gi 0/13	10.139.19.26	第三批已交付2021/6/28
05--11	7.2	Gi 0/14	10.139.19.27	第三批已交付2021/6/28
